"Aou","stateroute","occ","presence","ALPHA.CODE","latitude","longitude","sp_success","sp_fail","mat.mean","elev.mean","map.mean","ndvi.mean","bio.mean.bio1","bio.mean.bio2","bio.mean.bio3","bio.mean.bio4","bio.mean.bio5","bio.mean.bio6","bio.mean.bio7","bio.mean.bio8","bio.mean.bio9","bio.mean.bio10","bio.mean.bio11","bio.mean.bio12","bio.mean.bio13","bio.mean.bio14","bio.mean.bio15","bio.mean.bio16","bio.mean.bio17","bio.mean.bio18","bio.mean.bio19","pred_glm_pr","pred_glm_occ","pred_gam_pr","pred_gam_occ","pred_rf_occ","pred_rf_pr","max_pred_pres"
6460,3004,1,1,"OCWA",64.2556227,-146.0769649,15,0,-37.1761904761905,425.257142857143,25.852380952381,0.854431986349528,-37.0504672897196,111.551401869159,22.5869158878505,13701.0261682243,210.069158878505,-272.94953271028,483.018691588785,135.168224299065,-110.252336448598,135.168224299065,-210.945794392523,310.854205607477,61.3327102803738,7.64859813084112,67.4242990654206,164.108411214953,29.2542056074766,164.108411214953,40.5943925233645,0.0685208907474829,0.0585841354376668,0.132391199251755,0.257611831973886,0.173016759776536,0.191535776614311,0.554045259952545
6460,3007,1,1,"OCWA",62.7247807,-143.8893879,15,0,-47.5361111111111,1014.2,28.9638888888889,0.816411822419794,-48.5759368836292,122.609467455621,26.1341222879684,12141.4871794872,192.830374753452,-267.325443786982,460.155818540434,105.341222879684,-111.171597633136,105.341222879684,-200.785009861933,343.222879684418,65.8717948717949,11.043392504931,60.9526627218935,168.901380670611,40.1715976331361,168.901380670611,52.0986193293886,0.0890372489123862,0.0600199655009053,0.0784432149286643,0.0480062490724156,0.0176366843033511,0.0290123456790125,0.402806401252747
6460,3008,1,1,"OCWA",63.6152141,-143.9862892,15,0,-51.6136363636364,776.969696969697,22.3308080808081,0.790084438160623,-52.4007633587786,130.017175572519,25.1202290076336,13558.4713740458,210.131679389313,-294.979007633588,505.110687022901,117.517175572519,-121.398854961832,117.517175572519,-224.524809160305,268.360687022901,57.2748091603053,7.0706106870229,71.7671755725191,145.961832061069,26.0152671755725,145.961832061069,34.7041984732824,0.0535488276904236,0.0376547924031309,0.0822491027826596,0.214032210664238,0.0640906269397889,0.134215167548501,0.406381040811539
6460,3010,1,1,"OCWA",63.0127307,-141.8052529,15,0,-59.1838235294118,658.352941176471,22.6102941176471,0.820814986963797,-59.0757281553398,126.33786407767,23.0368932038835,14988.559223301,206.446601941748,-331.2,537.646601941748,123.827184466019,-130.817475728155,123.827184466019,-255.452427184466,269.809708737864,65.1961165048544,5.47961165048544,82.7864077669903,157.083495145631,20.895145631068,157.083495145631,26.5592233009709,0.0439943335623596,0.0324944581962267,0.105502188405508,0.255567125508154,0.163368237347295,0.220446735395189,0.582002997398376
6460,3011,0.933333333333333,1,"OCWA",63.0531897,-146.0607299,14,1,-58.6328125,1054.5,21.5677083333333,0.800609231523382,-59.5728155339806,120.763106796117,25.2427184466019,12650.1184466019,185.143689320388,-284.44854368932,469.592233009709,101.4,-128.287378640777,101.4,-217.794174757282,257.693203883495,60.504854368932,4.55728155339806,83.5825242718447,154.955339805825,20.8466019417476,154.955339805825,29.1184466019417,0.094556896944993,0.0605664179044593,0.124887417091993,0.0702910684426307,0.304149305555556,0.471739130434783,0.676557838916779
6460,3021,1,1,"OCWA",58.4423687,-134.7660128,15,0,24.9166666666667,529.62962962963,110.91975308642,0.630548786129459,23.4391534391534,76.1746031746032,28.6137566137566,6295.7671957672,160.738095238095,-100.775132275132,261.513227513227,43.2486772486772,52.9179894179894,105.063492063492,-55.478835978836,1335.15343915344,194.275132275132,64.4708994708995,33.2169312169312,489.582010582011,213.373015873016,293.275132275132,330.531746031746,0.0887391408424244,0.0970652995463016,0.0608187662549163,0.1860528535666,0.0475321637426901,0.0509689922480622,0.36247318983078
6460,3041,1,1,"OCWA",64.5464143,-146.9948586,15,0,-36.8257575757576,289.030303030303,27.4494949494949,0.870097723692506,-36.8144712430427,108.402597402597,21.5083487940631,14280.6975881262,210.456400742115,-283.155844155844,493.612244897959,140.849721706865,-94.7161410018553,140.849721706865,-221.016697588126,329.756957328386,57.4359925788497,8.79406307977736,54.9146567717996,154.510204081633,38.2764378478664,154.510204081633,57.3617810760668,0.0615064054597579,0.0566541969823789,0.133834312739794,0.26867804495521,0.264275905118601,0.329714285714286,0.600508272647858
6460,3051,1,1,"OCWA",61.0587623,-145.9169019,15,0,-18.8583333333333,868.733333333333,84.6222222222222,0.570244086756909,-22.71875,96.9375,28.85625,8350.525,152.564583333333,-177.91875,330.483333333333,49.4895833333333,-18.5854166666667,85.9270833333333,-124.891666666667,961.13125,120.822916666667,47.9375,28.6208333333333,333.297916666667,158.125,256.458333333333,231.629166666667,0.0779626364679097,0.0676462886733002,0.0532869234122525,0.146518003267955,0.0438774341351662,0.0566993464052289,0.304001301527023
6460,3117,1,1,"OCWA",61.58697,-149.4276,15,0,0.0807291666666667,482.5,42.40625,0.822850190689441,0.842105263157895,92.0021052631579,27.2063157894737,8663.92842105263,176.837894736842,-155.341052631579,332.178947368421,99.1157894736842,-12.5347368421053,114.256842105263,-103.816842105263,503.690526315789,75.2842105263158,19.9031578947368,44.6189473684211,210.873684210526,67.9473684210526,179.987368421053,96.5621052631579,0.163729272896907,0.152410857066599,0.197891458195324,0.265642819564617,0.0596254681647939,0.0897357723577235,0.637501060962677
6460,3118,0.866666666666667,1,"OCWA",60.5957398,-150.7868883,13,1.99999999999999,15.0862068965517,107.448275862069,46.3994252873563,0.789687519547049,15.7772397094431,88.1767554479419,28.0726392251816,7963.77481840194,173.692493946731,-134.953995157385,308.646489104116,73.2687651331719,11.1162227602906,117.990314769976,-83.6150121065375,563.200968523002,95.9878934624697,22.4745762711864,47.774818401937,246.949152542373,74.547215496368,150.317191283293,117.426150121065,0.133825493244227,0.144180080779708,0.213973123884857,0.264232223531586,0.325960113960114,0.371978021978022,0.649015009403229
